symbol,Industry,avg200603,avg200604,avg200605,avg200606,avg200607,avg200608,avg200609,avg200610,avg200611,avg200612,avg200701,avg200702,avg200703,avg200704,avg200705,avg200706,avg200707,avg200708,avg200709,avg200710,avg200711,avg200712,avg200801,avg200802,avg200803,avg200804,avg200805,avg200806,avg200807,avg200808,avg200809,avg200810,avg200811,avg200812,avg200901,avg200902,avg200903,avg200904,avg200905,avg200906,avg200907,avg200908,avg200909,avg200910,avg200911,avg200912,avg201001,avg201002,avg201003,avg201004,avg201005,avg201006,avg201007,avg201008,avg201009,avg201010,avg201011,avg201012,avg201101,avg201102,avg201103,avg201104,avg201105,avg201106,avg201107,avg201108,avg201109,avg201110,avg201111,avg201112,avg201201,avg201202,avg201203,avg201204,avg201205,avg201206,avg201207,avg201208,avg201209,avg201210,avg201211,avg201212,avg201301,avg201302,avg201303,avg201304,avg201305,avg201306,avg201307,avg201308,avg201309,avg201310,avg201311,avg201312,avg201401,avg201402,avg201403,avg201404,avg201405,avg201406,avg201407,avg201408,avg201409,avg201410,avg201411,avg201412,avg201501,avg201502,avg201503,avg201504,avg201505,avg201506,avg201507,avg201508,avg201509,avg201510,avg201511,avg201512,avg201601,avg201602
GAS,Utilities,-0.001666104,-0.018375727,0.047476206,0.034512186,0.027356984,-0.055642098,-0.00054819,0.029945076,0.03210949,0.009869394,0.001022339,0.04105604,0.060620922,0.014454821,-0.011670044,-0.054699255,-0.074465686,0.065209492,-0.001512057,-0.006039095,-0.028903076,0.014018151,0.009623745,-0.071656927,-0.01352667,-0.004902889,0.056623699,-0.027573746,0.010204876,-0.026628992,-0.059636358,-0.029205462,-0.005756142,0.06801211,-0.021641118,-0.078589468,-0.028927652,0.187073804,-0.057690867,0.084700184,0.051250795,0.003611146,0.04978984,-0.007651514,-0.004818894,0.050030558,-0.039248071,0.039070336,0.063858726,0.016731755,-0.071142808,-0.012680759,0.062656207,-0.035116219,0.033314849,0.021840795,-0.056388985,-0.03445477,0.019428923,0.047145943,0.042396936,0.038797825,-0.003288678,-0.009486214,0.004179804,0.015653251,-0.020206654,0.036541971,0.022043471,0.029291262,-0.030119354,-0.036105022,-0.011848816,0.006892541,-0.034606286,0.044181068,0.045419052,-0.006357635,0.030981758,-0.006354635,-0.031306297,0.018892852,0.03529087,-0.036442531,0.051360504,0.046776614,-0.019863695,0.009176471,0.063138347,-0.041648474,0.03905192,0.039530842,-0.02920313,0.025401628,0.014221991,-0.012179715,0.045483598,0.103166474,-0.011664451,0.028982779,-0.062114093,0.034944731,-0.035143752,0.049853984,-0.029679076,0.042455478,0.033357771,-0.128482649,0.013265347,0.013916861,-0.001387787,-0.076373716,0.032202661,0.265090298,0.005435711,0.026947075,0.002242512,0.018028095,-0.000628884,0.013322931
GD,Industrials,0.017574311,0.024637764,-0.03315636,0.028945473,0.027442202,0.007611649,0.061897703,-0.019940158,0.053061562,-0.00748266,0.045390613,-0.020638229,0.01800025,0.031539402,0.021756571,-0.025797231,0.001936364,0.006536728,0.075512454,0.080535618,-0.013686277,-0.001571687,-0.048612999,-0.035807705,0.026212814,0.081496586,0.017906814,-0.082507171,0.066307604,0.036965795,-0.211222378,-0.172226474,-0.139980195,0.145091209,-0.012598907,-0.21503843,-0.022324957,0.264921578,0.09246602,-0.025803555,-0.006279089,0.060573528,0.091631588,-0.018145242,0.05166748,0.025418484,-0.018633701,0.080481028,0.064654563,-0.008810184,-0.115060183,-0.12160093,0.046238917,-0.098615012,0.106350521,0.082807248,-0.032051668,0.058181642,0.079520741,0.00741751,0.002224797,-0.046316444,0.014217926,0.015820155,-0.083557478,-0.065887257,-0.113600299,0.140077465,0.051122579,0.006054141,0.024540847,0.04493644,0.008658718,-0.073867096,-0.051650129,0.043394851,-0.032476249,0.03045544,0.009152397,0.040446176,-0.024600847,0.044218708,-0.06084704,0.023472256,0.04441842,0.063328808,0.047903651,0.015068975,0.101582186,-0.02972028,0.037950629,-0.009376787,0.055382914,0.045404824,0.06810754,0.084554465,0.007958542,0.002656587,0.078622965,-0.013208009,0.013892498,0.058666914,0.030320211,0.107711795,0.040068734,-0.050896586,-0.037986524,0.036522519,-0.021977252,0.016658028,0.016978645,0.009547531,0.04690029,-0.047609507,-0.014220416,0.076666681,-0.0186277,-0.067037936,-0.01364099,0.030007565
GILD,Health Care,-0.001603849,-0.085099602,-0.013139696,0.017546878,0.039398039,0.032058584,0.081081081,0.062384473,-0.044862518,-0.02051901,-0.014246324,0.023765211,0.088051209,0.06241061,0.007308161,-0.062703878,-0.042853477,-0.01864361,0.119341564,0.117361785,0.013722501,-0.007551241,-0.009573542,0.029815016,0.075104603,-0.003082258,0.062957258,-0.032706011,0.024325352,-0.035354461,-0.114951456,0.003058772,-0.021625164,0.170459718,-0.007247796,-0.108605341,0.051316985,0.010213144,-0.06660862,0.084376449,0.043663472,-0.081977217,0.032415631,-0.081139404,0.07472067,-0.054390564,0.11095796,-0.013681592,-0.052302563,-0.12741652,-0.094025712,-0.041072925,-0.024233577,-0.059119125,0.110660848,0.111204247,-0.083187171,-0.024764468,0.048034934,0.005678885,0.086189258,-0.075919336,0.069177556,-0.003608371,0.023648649,-0.065508335,-0.024390244,0.076883385,-0.029275433,0.02949332,0.175734232,-0.072375127,0.064488017,0.067953192,-0.037151107,0.036639676,0.062121508,0.061707989,0.153886281,-0.004296933,0.109469641,-0.02174203,0.062306554,0.068162297,0.150881316,0.033462559,0.085232904,-0.05680777,0.18251829,-0.028843055,0.032348061,0.129482704,0.047905856,0.003474105,0.072330848,0.012474062,-0.144099527,0.07022092,0.032943219,0.019552435,0.098116825,0.181978,-0.015900906,0.046826826,-0.106758064,-0.05739998,0.101849938,-0.024222423,-0.059156336,0.023940484,0.087887599,0.034549828,-0.002116671,-0.113333333,-0.03942476,0.097320843,-0.025744786,-0.048519004,-0.168086574,0.059888241
GIS,Consumer Staples,0.030083066,-0.021818592,0.053550372,-0.000774105,0.008924773,0.045517228,0.043317768,0.007696639,-0.016854607,0.024022524,0.003382518,-0.016076789,0.03541351,0.039107758,0.019313761,-0.044517305,-0.043981043,0.008856644,0.035155265,0.000420118,0.043975988,-0.046222236,-0.033463702,0.026593187,0.068000826,0.010795421,0.047200059,-0.037572308,0.074873136,0.028106332,0.036048543,-0.006353049,-0.066499252,-0.017442317,-0.023224002,-0.101522484,-0.035041271,0.033603143,0.00274243,0.08891386,0.034968674,0.007591066,0.079854961,0.032182026,0.027812646,0.037617205,0.009531226,0.001672594,-0.020212992,0.008308903,-0.004050811,-0.000704054,-0.028865992,0.037293496,0.005497043,0.026167918,-0.062600646,-0.001966415,-0.019637195,0.061443396,-0.019586163,0.065082681,0.02818113,-0.055779614,0.021640688,-0.001847687,0.01394894,0.01651322,0.048283009,0.013279921,-0.010572926,-0.04630393,0.028415145,0.001054505,-0.019200302,0.011025527,0.016665899,0.014951442,0.019182027,0.015853393,0.020415178,-0.015841717,0.033872238,0.093359842,0.067299205,0.051261992,-0.065608713,0.029685176,0.080602192,-0.0699604,-0.035232536,0.056358642,-0.002373868,-0.006172859,-0.0318548,0.040773851,0.04644588,0.026524646,0.032130759,-0.04246397,-0.038903756,0.061654774,-0.055243462,0.045262524,0.014423077,0.01522945,-0.011676046,0.021652402,0.05577312,-0.018620305,0.011529527,-0.010653391,0.056059508,-0.026248121,0.005013483,0.039720917,-0.00721901,-0.009278368,-0.005805806,0.040487924
GLW,Industrials,0.094305716,0.011730654,-0.127254203,-0.001238011,-0.197052341,0.174233143,0.094127389,-0.164964054,0.046050843,-0.090905689,0.100314117,-0.017139625,0.133663882,0.053285673,0.063856482,0.015107193,-0.071345275,-0.015601021,0.052994419,-0.018990653,0.012775608,-0.02163324,0.007078686,-0.034897075,0.037581707,0.094261304,0.016719758,-0.156467424,-0.120439303,0.023266251,-0.248557634,-0.296104447,-0.148842585,0.083995642,0.052083674,0.073635863,0.288910119,0.104071075,-0.012710029,0.076306981,0.05003248,-0.117578105,0.014585905,-0.038790769,0.143534656,0.156883658,-0.070878046,-0.025254008,0.142368767,-0.049307555,-0.102646312,-0.052723444,0.12826641,-0.162386001,0.140273879,-0.001634166,-0.046327395,0.073333997,0.142562622,0.034556175,-0.106491094,0,-0.041672696,-0.098757205,-0.130386506,-0.067524535,-0.177839289,0.17156084,-0.044820366,-0.013665303,-0.029412457,0.009354694,0.077925055,0.023541046,-0.084313257,0.014912479,-0.115500235,0.059296256,0.09484657,-0.111115403,0.046570644,0.022745989,-0.0723123,0.050805963,0.068953273,0.084641885,0.071896518,-0.075226978,0.057799443,-0.083550914,0.03769559,0.170547945,-0.000585138,0.043325527,-0.029876043,0.114516997,0.096366509,0.000478469,0.018651315,0.031000468,-0.109247466,0.063200812,-0.073754745,0.060197198,0.02988731,0.097129187,0.032131957,0.02220356,-0.067434211,-0.074712685,-0.004757374,-0.059580553,-0.059889328,-0.074731237,0.020870662,0.084548105,0.007530931,-0.031779557,0.0367688,-0.005434837
GME,Consumer Discretionary,0.175824931,-0.000421937,-0.091120565,-0.070548475,0.027920109,0.04988069,0.057563206,0.091861008,0.09394553,-0.014312103,-0.03066639,-0.024963538,0.269788238,0.014089162,0.108085336,0.051426455,0.030645327,0.243349147,0.115049977,0.042658739,-0.019744211,0.070861143,-0.169428944,-0.182834336,0.223877424,0.045704162,-0.103529164,-0.182920694,0.008989565,0.074346037,-0.232295949,-0.193679581,-0.21346282,0.004153737,0.140356686,0.099142303,0.063378557,0.057110235,-0.173076181,-0.12872365,-0.015722433,0.078945474,0.113026547,-0.085156764,-0.001635656,-0.108361672,-0.105573239,-0.138136087,0.264318582,0.110856376,-0.070526534,-0.168139729,0.072807286,-0.113695199,0.086456507,-0.013560907,0.009122044,0.131060392,-0.089293576,-0.056292352,0.128824921,0.132275971,0.06880528,-0.043694912,-0.115685195,0.001679619,-0.028100509,0.1117367,-0.071484111,0.045452047,-0.041361771,-0.021723824,-0.0454343,0.045494503,-0.15017317,-0.022910729,-0.130695891,0.207369557,0.058435971,0.065826008,0.161337118,-0.055138906,-0.093050319,0.032111709,0.134738539,0.246787012,-0.04220915,0.267410311,0.167619048,0.013933744,-0.022060232,0.105464811,-0.124160465,0.015670062,-0.286470019,0.066914496,0.109311717,-0.033373911,-0.050902782,0.074044613,0.03604056,0.005001167,-0.025774414,0.039883245,-0.11576233,-0.101541736,0.034938314,0.052976359,0.026778414,0.017960908,0.123737998,-0.017832715,0.060115561,-0.076120052,-0.007705273,0.115496395,-0.238974587,-0.199999949,-0.030695339,0.176335833
GNW,Financials,0.045001893,-0.010258963,0.011479325,0.039702685,-0.013096287,0.00378642,0.017150175,-0.040228158,-0.017944459,0.03987733,0.019584168,0.01551889,-0.004280705,0.044683794,0.01147604,-0.052414296,-0.116505146,-0.023574862,0.05597539,-0.118059189,-0.02998889,-0.015121971,-0.037223242,-0.052654601,-0.02077878,0.02288803,-0.044135212,-0.196372977,-0.08683289,0.000622226,-0.479560494,-0.364778559,-0.70083682,1.057553957,-0.200692042,-0.493723849,0.634782609,0.255434783,1.633928571,0.108280255,-0.029577465,0.494334278,0.124176858,-0.098388465,-0.020018198,0.040256176,0.19363167,0.131298793,0.140722291,-0.108894879,-0.055084746,-0.145192937,0.041411043,-0.212936047,0.104787715,-0.089228296,0.026385224,0.107834878,0.019534185,-0.032163743,0.012039127,-0.102941176,-0.096669374,-0.067934783,-0.195145631,-0.180094787,-0.172910663,0.122807018,0.096505824,0.010802469,0.145400593,0.157560356,-0.084708471,-0.277644231,-0.129353234,0.118343195,-0.12543554,-0.007490637,-0.007590133,0.133333333,-0.021452145,0.255852843,0.17953668,-0.07483731,0.182033097,-0.0039801,0.028544244,0.050644567,0.130434783,-0.104024298,0.064891847,0.13515625,0.040633609,0.027796161,-0.046541694,0.056424201,0.157310705,0.002245986,-0.049776233,0.018139263,-0.249713588,0.079908676,-0.081346424,0.063878327,-0.35117773,-0.055555556,-0.187427241,0.103988604,-0.056774194,0.207417582,-0.102824859,-0.041772152,-0.086049544,-0.261055635,-0.085148515,0.004291845,0.086021505,-0.26284585,-0.240437158,-0.226277372
GOOG,Information Technology,0.04631539,0.072420609,-0.114846942,0.120495797,-0.0813012,-0.017631326,0.054010078,0.183777468,0.013785613,-0.052265525,0.075875403,-0.112072884,0.034337091,0.030765197,0.05615166,0.043049131,-0.027003352,0.008325171,0.100672315,0.239604898,-0.018483473,0.001071284,-0.191247997,-0.109542172,-0.063413289,0.285292539,0.010149037,-0.095530899,-0.092151353,-0.020212271,-0.146855346,-0.127496048,-0.184334758,0.077228966,0.09504668,0.014986987,0.041706558,0.149883653,0.053995899,0.007498866,0.045662423,0.027058928,0.076618517,0.086470588,0.085601519,0.05578428,-0.153680448,-0.011479186,0.071555438,-0.079425921,-0.076923077,-0.073076763,0.091748271,-0.079429027,0.158852621,0.158351574,-0.096633265,0.055560494,0.005396166,0.014738235,-0.050438526,-0.079506081,-0.031335899,-0.042084548,0.194499289,-0.114311475,-0.049514814,0.164041815,0.032396552,0.077145001,-0.111587654,0.056296372,0.031064185,-0.05604195,-0.039782043,0.014078595,0.092035642,0.076447513,0.102373822,-0.106685989,0.028285504,0.006977572,0.050736611,0.058032181,-0.004712961,0.035719225,0.058834959,0.009196376,0.002042175,-0.053910502,0.025223579,0.170781007,0.026943448,0.053784214,0.058729147,0.030910748,-0.538453227,-0.057364236,0.06218815,0.026003247,-0.01161986,0.002103791,0.009635322,-0.029391885,-0.024608453,-0.023195369,0.010415722,0.050157051,-0.022353904,-0.020529391,-0.011737845,-0.030328375,0.19225127,-0.011337875,0.010060426,0.168384378,0.044356282,0.015754066,-6.73E-05,-0.070210272
GPC,Consumer Discretionary,-0.010453328,0.000228001,-0.022019664,-0.02581658,0.000720812,-0.00577002,0.044797897,0.05425558,0.027632284,0.017211177,0.000420755,0.025668304,0.026691633,0.009808219,0.037440202,-0.029301852,-0.046647732,0.045990845,0.013157532,-0.017219146,-0.017419723,-0.018601714,-0.048980504,-0.061819277,-0.016905628,0.058501578,0.031957303,-0.088866306,0.026866343,0.05132662,-0.055854375,-0.016046349,-0.002293222,-0.000587248,-0.161417189,-0.10437887,0.088467695,0.157877233,-0.017630244,-4.80E-05,0.05316415,0.032358907,0.041742202,-0.071656537,0.023978642,0.06311928,-0.011792668,0.067107868,0.054282982,0.006110811,-0.055981099,-0.007362194,0.08449353,-0.033010381,0.060791346,0.065821549,-0.000414986,0.062095441,-0.000963725,0.013073747,0.021504387,-0.004451375,0.013701708,0.00556032,-0.023302643,0.01990294,-0.071265321,0.134452538,0.043159834,0.061589522,0.024049806,-0.027032261,0.009943163,0.032022078,-0.025822064,-0.025539888,0.058988611,-0.014797597,-0.021305698,0.024386244,0.042239329,-0.024568009,0.051602768,0.035761356,0.111037552,-0.013442806,0.021918543,0.008200165,0.050185636,-0.068690265,0.039717171,-0.023656131,0.048342181,0.003377132,-0.010228616,0.074792546,0.000575979,0.004033721,-0.00861277,0.016556674,-0.048045977,0.060430265,-0.002728801,0.128837233,0.060024753,0.038491492,-0.134636869,0.029355112,-0.030785231,-0.031997436,-0.001324594,-0.011155312,-0.005700894,-0.059479545,0.010114563,0.099321756,-0.001432404,-0.056464902,0.016035845,0.081064913
GPS,Consumer Discretionary,0.015786554,-0.051882765,0.001648071,-0.034242538,-0.009700768,-0.020386987,0.119243294,0.104392783,-0.10841536,0.044249991,-0.032291804,-0.001565112,-0.087830022,0.048265291,0.038636148,0.032393989,-0.101763065,0.089533236,-0.031580067,0.025998307,0.089791942,0.053488346,-0.096658309,0.057069052,-0.026259582,-0.066757675,-0.018313596,-0.081033165,-0.017487326,0.196928342,-0.101265328,-0.260166126,-0.006114415,0.033027136,-0.153606528,-0.039044476,0.230841933,0.224177773,0.1462663,-0.087005438,-0.002393244,0.170542686,0.083590587,0.00102671,0.000933843,-0.032302048,-0.079116489,0.119729058,0.074352714,0.064515833,-0.119497559,-0.098611351,-0.060193674,-0.086534713,0.093416553,0.02496886,0.11983316,0.032647822,-0.137097419,0.160744702,0.00576726,0.027554567,-0.164875922,-0.062692091,0.070870757,-0.15262038,0.018168104,0.190295192,0.016885954,0.005499109,0.010106516,0.223555861,0.027101875,0.08476447,-0.07304917,0.05411435,0.071922683,0.21025692,0.001958644,-0.003315145,-0.034944959,-0.098880132,0.032366032,0.002432456,0.047915506,0.078856931,0.071166537,0.031071901,0.097965296,-0.128072467,-0.011533767,-0.081450161,0.107297324,-0.053065132,-0.025837759,0.150710153,-0.074185325,-0.029390045,0.04565052,0.005320484,-0.034656992,0.151447098,-0.099762511,-0.089839104,0.041283172,0.071773986,-0.027849894,0.010199077,0.049660927,-0.081769728,-0.036934599,-0.003914457,-0.049257207,-0.100603043,-0.11627907,-0.043233812,-0.015469613,-0.075944594,0.024875538,0.129032258
GRMN,Consumer Discretionary,0.148084935,0.079239212,0.054267854,0.13311707,-0.10620973,0.008076334,0.052914421,0.104570261,0.099822376,0.102573258,-0.099766506,0.091796537,0.017292501,0.072798805,0.099177534,0.147288352,0.127321572,0.144046071,0.16292687,-0.00489403,0.027774182,-0.089193482,-0.239950192,-0.202961847,-0.080887095,-0.25698725,0.206881708,-0.114575206,-0.15287712,-0.02994918,-0.051732947,-0.333136055,-0.183964687,0.153752774,-0.08502873,-0.000575458,0.267943234,0.202579384,-0.174412582,0.12122802,0.162049124,0.179533977,0.154600299,-0.19516267,0.012941908,0.019987163,0.029280368,-0.01546228,0.194419197,0.005099341,-0.109697659,-0.132179764,-0.021962124,-0.073792371,0.119249624,0.067555413,-0.125340765,0.05478156,-0.00898751,0.101915232,-0.002062829,0.006473228,-0.008738889,-0.005986721,-0.014797485,0.022901503,-0.045212965,0.084645013,0.079695389,0.105910005,0.034748317,0.122949506,-0.000440255,0.001276258,-0.090004875,-0.089702084,0.010996405,-0.032318733,0.048705103,-0.090473554,0.022046254,0.045368376,-0.082810962,-0.099580253,-0.028298781,0.056057358,0.002578667,0.049937907,0.106659298,0.016201396,0.092073415,0.037505525,0.037163627,-0.0493929,-0.015300568,0.191121003,0.052370979,0.026978418,0.032241107,0.033254208,-0.094320988,-0.012002182,-0.043598215,0.071870211,0.032804596,-0.076721407,-0.01170251,-0.058611532,-0.04154905,-0.04541616,0.00353045,-0.036411494,-0.053736757,-0.104097165,-0.030270243,-0.013351877,0.065596791,-0.021584732,-0.038797762,0.158421414
GS,Financials,0.104736598,0.015463671,-0.058265756,-0.001393853,0.007824704,-0.021721881,0.138737109,0.127133852,0.020053874,0.019314259,0.059242125,-0.05364616,0.044673372,0.055229676,0.054273302,-0.069505568,-0.132921517,-0.057105635,0.228629835,0.154248009,-0.071320608,-0.049054217,-0.070529092,-0.149178046,-0.021970466,0.118236025,-0.08223469,-0.012031331,0.062072438,-0.115460724,-0.231316839,-0.274102194,-0.14130366,0.123890831,-0.040993075,0.160529238,0.211818566,0.224880257,0.134178444,0.010348302,0.105967846,0.003005846,0.116867355,-0.076030048,-0.008318127,-0.013314295,-0.125295043,0.049278359,0.088745886,-0.158219087,-0.019196322,-0.089834907,0.147547068,-0.100702017,0.040294653,0.111752807,-0.030986836,0.061408609,-0.040397419,0.002432091,-0.029468977,-0.0538283,-0.073899883,-0.048874754,0.01401447,-0.150580109,-0.180358064,0.168408139,-0.069287055,-0.041974542,0.198664775,0.027572312,0.074242184,-0.072988142,-0.161458241,0.016477325,0.046914479,0.051607929,0.078252042,0.049691596,-0.033867198,0.0749864,0.124529488,0.012173324,-0.005879006,-0.005451138,0.11825856,-0.060666089,0.076429787,-0.082116538,0.024145592,0.012589702,0.049121301,0.04344237,-0.07250637,0.00787165,-0.002253045,-0.029982934,6.25E-05,0.047940938,0.039194402,0.039041628,0.024043357,0.037119946,-0.010191762,0.031010649,-0.117204294,0.097115368,-0.010684205,0.045120761,0.039002293,0.00709042,-0.030997485,-0.083353555,-0.05688238,0.075114716,0.009027171,-0.057473094,-0.080948834,-0.067826225
GT,Consumer Discretionary,0.006978367,-0.03455425,-0.091104735,-0.130196078,-0.013464991,0.243613139,0.059854015,0.062370062,0.092028516,0.240117994,0.147373315,-0.0036452,0.266666667,0.071382637,0.081097561,-0.025021085,-0.166956522,-0.023985891,0.099239406,-0.020813008,-0.050414594,-0.007751938,-0.097962102,0.096918086,-0.050884956,0.031225906,-0.045540083,-0.295347003,0.116371934,-0.012121212,-0.241138293,-0.409151194,-0.359840954,-0.040064103,0.01986755,-0.270935961,0.457076566,0.791530945,0.038112523,-0.036051502,0.498680739,-0.056192661,0.041615667,-0.237758112,0.043412034,0.015086207,-0.06773743,-0.034866469,-0.032924962,0.053208138,-0.123065586,-0.148845167,0.066866267,-0.147465438,0.133966245,-0.059797608,-0.07184466,0.213920164,-0.010833333,0.182121972,0.057082452,0.197359736,-0.029589041,-0.050367855,-0.039739027,-0.237714988,-0.188254224,0.437,0.03473762,0.020129403,-0.107755662,-0.028679245,-0.129357088,-0.017889088,-0.0456621,0.165019763,-0.029661017,0.059079062,0.004118616,-0.07611336,0.102362205,0.087470449,-0.01994302,-0.059971098,-0.026254826,-0.006354249,0.21686747,0.008569545,0.203125,0.082884876,0.103194152,-0.068000044,0.053977223,0.06520773,-0.000422476,0.140008528,-0.010976571,-0.042189207,0.043117087,0.053070586,-0.096195294,0.032604334,-0.127799228,0.077846975,0.128912639,0.049981663,-0.153039862,0.096840333,0.012336449,0.056217422,0.113636364,-0.057517974,-0.004296134,-0.020401416,0.011030679,0.110209601,0.062119397,-0.063360176,-0.112464799,0.065817445
GWW,Industrials,0.013600239,0.01103979,-0.06626051,0.044270436,-0.174808247,0.081729863,-0.008588405,0.081189644,-0.002189861,-0.034391723,0.101702457,-0.000569414,0.004818971,0.074060836,0.069547827,0.057239834,-0.065241461,0.056793636,0.001208908,-0.01891799,-0.014454215,-0.007930976,-0.087530405,-0.069393146,0.041683301,0.127564537,0.055308809,-0.102315889,0.108029203,0.008995698,-0.056862412,-0.087058007,-0.093035557,0.128328639,-0.077636121,-0.073182428,0.077337858,0.207522886,-0.059041716,0.024528079,0.095680332,-0.03570129,0.021150424,0.059035855,0.041129704,-0.016416598,0.021905727,0.025278999,0.056962202,0.015537135,-0.076194161,-0.01513819,0.124478419,-0.064744666,0.110233144,0.033333625,0.009762055,0.096995452,-0.055243937,0.010071874,0.025457894,0.098542428,0.00188779,0.019238163,-0.03499365,0.033124403,-0.02142886,0.16541527,0.129947009,0.002520593,-0.002822222,0.08611982,0.02647023,-0.032193648,-0.06437988,0.006058817,0.068802951,0.007649121,0.01125637,-0.036188014,-0.037878178,0.038260815,0.061932702,0.03717479,-0.002086685,0.09812952,0.051959633,-0.017923328,0.034208745,-0.064326357,0.049400505,0.027505109,-0.042826313,-0.009654554,-0.07938752,0.087505348,-0.001975036,0.001771991,0.012262929,-0.017275977,-0.077843161,0.052946667,0.018949642,-0.018375607,-0.004538128,0.040749642,-0.078821943,0.013518734,-0.004643139,0.05768898,-0.034896803,-0.017397451,-0.041048189,-0.016938674,-0.021258185,-0.018737419,-0.04518405,0.012494378,-0.014332252,0.110257949
HAL,Energy,0.068022848,0.058551151,-0.052270079,0.008270677,-0.109363038,-0.019967963,-0.132541585,0.141342864,0.053146157,-0.076968918,-0.044660614,0.04351739,0.035036311,-0.001572811,0.138236272,-0.044539219,0.0410873,-0.031144201,0.109693783,0.024740171,-0.061921006,0.037186959,-0.136838989,0.147876484,0.027401599,0.166496419,0.06778084,0.091187917,-0.158629541,-0.014375214,-0.238848154,-0.382731508,-0.073396978,0.089822819,-0.051705924,-0.028514842,-0.022077277,0.345970406,0.135069124,-0.125579545,0.0399823,0.047979693,0.146485667,0.077804188,0.000341204,0.017243497,-0.047526191,0.022680753,-0.012144979,0.00458375,-0.167168123,0.053626979,0.184158173,-0.076596778,0.145278381,-0.045564532,0.178027697,0.057253947,0.088997663,0.03932746,0.049041624,0.005576159,-0.012038543,0.023455621,0.075309488,-0.207458751,-0.315578261,0.244510192,0.06333115,-0.053682076,0.086213939,-0.018752555,-0.100024219,0.034167475,-0.121717034,-0.031774837,0.164905366,-0.014678465,0.028712026,-0.048039271,0.03529353,0.03714913,0.147263323,0.013173138,-0.013724038,0.061213482,-0.00166648,-0.002386065,0.074946467,0.049868766,-0.004136422,0.102265598,-0.009215686,-0.039371606,-0.028928135,0.161605869,0.04618934,0.074629427,0.023918865,0.097696704,-0.031991007,-0.014000277,-0.053689249,-0.146835811,-0.239639622,-0.064017087,0.020934492,0.049364641,0.026192775,0.105215622,-0.071384681,-0.050275592,-0.033310178,-0.047215522,-0.072178481,0.069974967,0.042920676,-0.138227823,-0.06113408,0.031639437
HAR,Consumer Discretionary,0.00516623,-0.209709677,-0.045853934,0.008254731,-0.05607168,0.010637931,0.026199299,0.223472712,0.015270723,-0.03955619,-0.069762024,0.048907181,-0.032271199,0.264345976,-0.030410559,-0.015594357,-0.008547458,-0.025281072,-0.233611557,-0.034136903,-0.12578361,-0.002165465,-0.362047338,-0.113548578,0.067418185,-0.063717471,0.0871385,-0.070755455,0.002921491,-0.170726188,0.001471094,-0.460267454,-0.188011704,0.186179689,-0.043324148,-0.32929863,0.314620855,0.367748393,0.013631553,-0.007935521,0.30740955,0.212123839,0.130465019,0.116512089,-0.008168505,-0.071089244,-0.0002818,0.204362592,0.074679143,-0.162608538,-0.183421626,-0.073441927,0.01910152,0.008744417,0.051321478,-0.008861524,0.288246263,0.019361147,-0.079294475,0.115908729,-0.043904005,0.027966294,-0.015678216,-0.046632534,-0.089540795,-0.138462736,-0.208124342,0.523232932,0.000971705,-0.078896415,0.083568305,0.150527384,-0.055095188,0.061333867,-0.206929612,0.036474205,0.013807474,0.140036001,0.011611336,-0.097329967,-0.055797781,0.118723618,-0.022209998,-0.053129453,0.058807719,0.003592755,0.194611768,0.021620605,0.109014291,0.049508148,0.016889391,0.225533138,-0.004422617,0.008750296,0.262419138,0.013450813,0.026828787,0.027947145,-0.072419004,0.02470435,0.005651297,0.06064518,-0.147700584,0.094859189,0.011651753,-0.017765096,0.203956603,0.063179077,-0.03495339,-0.018370741,-0.077111565,-0.017674265,-0.107370839,-0.097590252,0.003449655,0.139127734,-0.061669983,-0.091601582,-0.197951493,0.048543732
HAS,Consumer Discretionary,0.02978941,-0.063405122,-0.063634451,-0.025822988,0.038729751,0.085700131,0.117444427,0.143930113,0.030859525,0.01414044,0.044304443,-0.008773006,0.020295433,0.113167786,0.015479254,-0.023641297,-0.103028961,-0.00106432,-0.003218701,0.077689286,-0.072025156,-0.069042239,0.02428602,-0.008094351,0.083230924,0.273288466,0.01742554,-0.015136262,0.099690538,-0.041517217,-0.074920676,-0.15721109,-0.082189662,0.106900125,-0.171980402,0.021361468,0.112441055,0.077171278,-0.04845781,-0.050487145,0.095213159,0.056919746,-0.018743895,-0.006787201,0.089240611,0.072859896,-0.054255826,0.163736228,0.068997355,0.000961708,0.045229189,0.03599485,0.028982272,-0.057477099,0.095397698,0.031100823,0.026898357,-0.018493493,-0.075639256,0.012862045,0.045040663,0.000346932,-0.027449091,-0.035564829,-0.093980403,-0.027911568,-0.159340811,0.188758657,-0.036658718,-0.111513076,0.091797172,0.002554271,0.030849069,0.006676809,-0.038764313,-0.033191451,0.060010921,0.038718264,0.017609113,-0.046149075,0.045329356,-0.062569838,0.028319643,0.0620854,0.09675521,0.08509084,-0.062736746,-0.000888127,0.031897039,-0.010850651,0.02500537,0.097768397,0.041408669,0.019081104,-0.105119331,0.161752317,0.014223177,-0.011095257,-0.026115307,-0.009522069,-0.059499152,0.055310579,0.043049497,0.045239788,0.026174415,-0.061924208,-0.009558214,0.139722019,0.012650136,0.121159362,0.013773647,0.039471913,0.063622843,-0.052705132,-0.024607896,0.059870384,-0.054218466,-0.086520168,0.119686516,0.025547444
