symbol,Industry,avg200603,avg200604,avg200605,avg200606,avg200607,avg200608,avg200609,avg200610,avg200611,avg200612,avg200701,avg200702,avg200703,avg200704,avg200705,avg200706,avg200707,avg200708,avg200709,avg200710,avg200711,avg200712,avg200801,avg200802,avg200803,avg200804,avg200805,avg200806,avg200807,avg200808,avg200809,avg200810,avg200811,avg200812,avg200901,avg200902,avg200903,avg200904,avg200905,avg200906,avg200907,avg200908,avg200909,avg200910,avg200911,avg200912,avg201001,avg201002,avg201003,avg201004,avg201005,avg201006,avg201007,avg201008,avg201009,avg201010,avg201011,avg201012,avg201101,avg201102,avg201103,avg201104,avg201105,avg201106,avg201107,avg201108,avg201109,avg201110,avg201111,avg201112,avg201201,avg201202,avg201203,avg201204,avg201205,avg201206,avg201207,avg201208,avg201209,avg201210,avg201211,avg201212,avg201301,avg201302,avg201303,avg201304,avg201305,avg201306,avg201307,avg201308,avg201309,avg201310,avg201311,avg201312,avg201401,avg201402,avg201403,avg201404,avg201405,avg201406,avg201407,avg201408,avg201409,avg201410,avg201411,avg201412,avg201501,avg201502,avg201503,avg201504,avg201505,avg201506,avg201507,avg201508,avg201509,avg201510,avg201511,avg201512,avg201601,avg201602
BWA,Consumer Discretionary,0.071821257,0.012947177,0.084966718,0.000305853,-0.079406778,-0.031622912,0.008286921,-0.008284162,-0.003618659,0.020561253,0.157949973,0.069903887,0.023357681,0.031249661,0.079265787,0.019680379,0.00073821,-0.02201606,0.088724926,0.136545902,-0.074018801,0.002377338,0.056225096,-0.150393995,-0.002553041,0.132030608,0.040522589,-0.142441637,-0.072426783,0.035829079,-0.212283151,-0.31198583,0.035447275,-0.066180711,-0.219752651,0.041541665,0.213093817,0.452763265,0.118710957,0.039936908,-0.040798387,-0.128339144,0.022641254,0.014018707,-0.007221809,0.08739744,0.050820684,0.060640498,0.013000348,0.128152268,-0.142495765,0.010546836,0.178619807,-0.02263154,0.188937172,0.072767067,0.068093113,0.177407958,-0.07938948,0.138740794,0.025489019,-0.034999198,-0.067944067,0.115933134,-0.013725821,-0.120187757,-0.151345101,0.280132768,-0.103349461,-0.024318841,0.150778491,0.096850707,0.015772794,-0.059397374,-0.09125414,-0.053944849,0.040794014,0.023035535,0.008315002,-0.05654448,0.008196946,0.075350067,0.00979706,-0.00507337,0.046376191,0.009564932,0.042323232,0.060435954,0.103003134,0.001659428,0.036071919,0.014559714,0.038066642,-0.480003706,-0.039184077,0.142618113,0.01118605,0.005664315,0.013047632,0.03657184,-0.050922339,0.003388174,-0.154587803,0.085681645,0.00123914,-0.026916947,-0.022266545,0.134995323,-0.017862974,-0.021810955,0.008889685,-0.057848531,-0.135327931,-0.122990339,-0.027816714,0.024892317,-0.002103787,0.009810768,-0.320841985,0.125344314
BXP,Financials,0.106355186,-0.051530447,-0.042371871,0.07434839,0.085508162,0.044615966,0.021840953,0.028626871,0.093040369,0.011679413,0.125268381,-0.027609378,-0.000145175,0.001362803,-0.0180956,-0.112572908,-0.078372432,0.068641291,0.048377193,0.037794285,-0.087978678,0.000243558,0.001419224,-0.062438786,0.086774356,0.091175252,-0.037627865,-0.065020001,0.075539085,0.062151926,-0.090813921,-0.235434945,-0.236011951,0.097771164,-0.217360686,-0.117562614,0.006945753,0.435785457,-0.008221494,-0.011524653,0.107808557,0.130467227,0.09307143,-0.069128256,0.102067352,0.004621412,-0.039948053,0.033176606,0.111337318,0.041396284,-0.03485595,-0.055408668,0.146170931,-0.029130429,0.008708828,0.027770244,-0.031411587,0.018315325,0.086807246,0.011271957,-0.006951182,0.094210906,0.031640337,-0.008690642,0.014244958,-0.043028111,-0.140517969,0.121788823,-0.012404745,0.056065197,0.022603791,-0.026098312,0.038482243,0.03085433,-0.049379431,0.075346605,0.015284498,0.008989012,-0.008999872,-0.038577007,-0.034572227,0.032672493,-0.011337653,-0.017483221,-0.018004538,0.085061164,-0.018550526,-0.005122218,0.007152941,-0.041339319,0.036857459,-0.033252364,-0.042997317,0.005207862,0.078527189,0.04169369,0.022771887,0.022342442,0.02855193,-0.01900889,0.009294457,0.01589693,-0.045435764,0.097972954,0.020225065,-0.006101282,0.073140616,-0.014628849,0.019892485,-0.058157732,-0.021595148,-0.069495702,0.043684354,-0.080603333,0.057142875,0.057829679,-0.00635983,0.013267641,-0.072397829,-0.011089924
C,Financials,0.01767683,0.062579864,-0.014996866,-0.022074372,-0.004732474,0.031907096,0,0.009258487,-0.008702568,0.124017416,-0.009882486,-0.085796636,0.031557711,0.045605234,0.024126191,-0.062557672,-0.093653089,0.02103655,-0.006812856,-0.088255131,-0.139194923,-0.118618312,-0.04084009,-0.161951201,-0.101182161,0.117098081,-0.132036587,-0.227963134,0.146851705,0.007418526,0.070807518,-0.337593111,-0.393851407,-0.125316175,-0.471816458,-0.581119775,0.680005615,0.245966731,0.18970804,-0.214853589,0.053511661,0.522796751,-0.036586385,-0.141053085,0,-0.199998067,-0.017855651,0.014883191,0.187131297,0.068290154,-0.109867034,-0.035896196,0.067886382,-0.112440656,0.039894284,0.047736744,0.002391742,0.107475464,0.006274571,-0.034980935,-0.055318141,0.026905799,-0.105649231,0.016589463,-0.076554019,-0.213978982,-0.169737465,0.256357654,-0.048488822,-0.028398046,0.1311231,0.065153134,0.091723599,-0.092556118,-0.192388349,0.059125765,-0.01128502,0.091979065,0.108704568,0.135229545,-0.076922257,0.128322747,0.032022699,-0.010830903,0.064423116,0.053702107,0.12180108,-0.075681076,0.076288855,-0.085005642,-0.017419506,-0.001432938,0.082872909,-0.016049811,-0.088410515,0.016513399,-0.004184121,0.003981538,-0.005019891,-0.010504202,0.031421385,0.062975962,0.000772518,0.035797194,0.010295826,0.005762119,-0.136313463,0.110593154,-0.017168982,0.037959919,0.00820289,0.010241441,0.043742208,-0.087683369,-0.053244292,0.075880214,0.011973788,-0.04871327,-0.160985182,-0.082861259
CA,Information Technology,0.004057575,-0.069041346,-0.142348677,-0.057220141,0.026443584,0.134133948,0.003832655,0.049110087,-0.120196199,0.048077365,0.065511021,0.061124519,0.004274637,0.050019489,-0.026046001,-0.027464307,-0.020648007,0.008806869,0.017835243,0.030632049,-0.069583509,0.018729598,-0.116511523,-0.024266545,-0.015311184,-0.016415484,0.197742764,-0.122288771,0.07231947,-0.002917097,-0.164333397,-0.089513624,-0.049439623,0.126821061,0.003912525,-0.053036675,0.057831577,-0.008594226,0.009844165,-0.003426924,0.219275287,0.053859836,-0.012581975,-0.051248377,0.068048309,0.009433688,-0.03582451,0.019989849,0.038511028,-0.029347791,-0.108143295,-0.08312744,0.063044494,-0.08686608,0.15953607,0.090180653,-0.0167416,0.049349622,-0.037233904,0.035449369,-0.024998923,0.013620565,-0.051011792,-0.014660235,-0.023613015,-0.068163233,-0.075570431,0.127927689,0.007664515,-0.04799976,0.252545972,0.049674915,0.016948496,-0.043774963,-0.052605079,0.105024444,-0.116781372,0.088281986,-0.005017747,-0.13112023,-0.01207907,-0.017472075,0.10925139,-0.00692733,0.0332242,0.068965379,0.024069563,0.048351648,0.025517241,-0.028239203,-0.001346314,0.071525002,0.032540708,0.02062484,-0.041803581,0.046875,-0.070228091,-0.030244562,-0.045892883,-0.001389889,0.001386928,-0.01910389,-0.010623194,0.042698169,0.072289194,-0.016790378,-0.013029381,0.067279326,0.003076069,0.020231247,-0.044256119,-0.02268929,-0.011868464,-0.061876899,0.02362201,0.01613491,0.014801444,0.013484705,0.022783909,0.029525482
CAG,Consumer Staples,0.015141733,0.064277929,-0.001765947,-0.022121868,-0.021233406,0.112611359,0.023397757,0.070872716,-0.013424503,0.048155748,-0.045594441,-0.019056275,-0.004398307,-0.003245822,0.018354346,0.04923508,-0.055841148,0.004296636,0.013950091,-0.088276697,0.054829816,-0.040691349,-0.085861627,0.028390616,0.080359535,-0.008458998,-0.011314997,-0.179265835,0.092479888,-0.023872259,-0.09145962,-0.089425032,-0.15034697,0.127307708,0.044355528,-0.11267153,0.129762545,0.070650695,0.047436181,0.015451319,0.034930032,0.032211171,0.056528295,-0.021354131,0.050163267,0.031293453,-0.013821253,0.071777684,0.020366031,-0.020565232,-0.015464664,-0.027508646,0.012662322,-0.088646489,0.006884882,0.029477347,-0.046134174,0.038619263,-0.006052791,0.034837183,0.021511728,0.032775926,0.037552879,0.02503947,0.005280687,-0.055746394,-0.009395147,0.065157787,0.018139062,0.045919323,0.01161095,-0.018321752,0.000377066,-0.008305812,-0.02556189,0.03846472,-0.035539157,0.016165805,0.091305998,0.005415296,0.071297032,-0.013709722,0.099519603,0.037373905,0.053771707,-0.006393022,-0.045569057,0.038608411,0.041660673,-0.073170732,-0.11156667,0.05018151,0.035792841,0.021212152,-0.055555526,-0.105511811,0.095692126,-0.016123831,0.061452481,-0.081398976,0.01345439,0.069057103,0.026405779,0.039334313,0.067212125,-0.001925695,-0.021811181,-0.012422304,0.044311006,-0.009860203,0.069529173,0.125354009,0.003644624,-0.05294247,-0.011469058,0.001729224,-0.004136205,0.025291854,-0.001199328,0.013005804
CAH,Health Care,0.028235495,-0.101868212,-0.006680239,-0.03684117,0.040371081,0.007625068,-0.027653623,-0.008935098,-0.02691807,-0.017526047,0.113120434,-0.017659853,0.050656025,-0.040437239,0.034666541,-0.025044092,-0.070214337,0.039556325,-0.082203419,0.082564217,-0.10895257,-0.039065911,0.014331009,0.021600879,-0.111503237,-0.007419459,0.065661579,-0.084662471,0.049568168,0.025414307,-0.109971816,-0.219313056,-0.136472698,0.098381928,0.085045212,-0.100582691,-0.011361378,0.088593114,0.056908969,-0.145336207,0.088120206,0.035971819,0.077177658,0.058648051,0.136457499,-0.002350212,0.025743563,0.0247146,0.063607078,-0.041514859,-0.005189684,-0.011078312,-0.036416336,-0.082748066,0.098534633,0.041679152,0.020032678,0.071947707,0.073497488,-0.007629892,-0.009509311,0.058867336,0.036299482,0.007459861,-0.036922581,-0.036314822,-0.007878563,0.065930592,-0.011875718,-0.037554409,0.044625787,-0.039536791,0.042964157,-0.018802837,-0.017324265,0.029691454,0.02618915,-0.086293996,-0.010148326,0.0529675,-0.012675913,0.019586278,0.06023013,0.047585164,-0.091105748,0.060925861,0.062640101,0.010187392,0.052376946,-0.008870511,0.026170838,0.121820594,0.107301988,0.038067075,0.023626788,0.052530901,-0.015336949,-0.011237567,0.057810396,-0.030405898,0.041575824,0.028898507,0.016277767,0.046121116,0.044876657,-0.013201259,0.024759818,0.081356701,0.025912025,-0.065070425,0.043061624,-0.05298313,0.008186048,-0.027081375,-0.045239859,0.067116683,0.00683974,0.021512736,-0.072495153,0.067973817
CAM,Energy,0.074725275,0.125448029,-0.074432379,0.028184165,0.048313203,-0.046766169,-0.002066543,0.040926002,0.063796477,-0.021414067,-0.003792188,0.073877628,0.124484305,0.02782194,0.092521203,0.008462623,0.087447699,0.039235669,0.122804878,0.047464941,-0.036895411,0.014036939,-0.175463918,0.05879422,-0.014879547,0.199708455,0.091487179,0.054223744,-0.155649568,-0.015595364,-0.146731881,-0.363038906,-0.091300603,0.03313253,0.108133971,-0.158467566,0.170405983,0.205937795,0.211897356,-0.119188768,0.096808137,0.125314861,0.058312307,-0.018562715,0.018888289,0.090174616,-0.113593603,0.083092296,0.034000482,-0.089232188,-0.046842105,-0.063039724,0.221263482,-0.089400693,0.138204925,0.006674338,0.08983933,0.042540074,0.035360404,0.099981416,-0.041834677,-0.085833189,-0.094742814,0.059070843,0.118738775,-0.089248067,-0.199576597,0.197759377,0.144369179,-0.090304709,0.052381894,0.036630718,-0.056923626,-0.029188779,-0.116965837,-0.039387801,0.18111346,0.083316881,0.024835646,-0.11193634,0.068249258,0.037534499,0.096729538,0.000314021,0.030178543,-0.053521993,-0.002945508,0.001963351,-0.038249595,-0.049857771,0.014424713,-0.063982254,0.0140974,0.077856219,0.014034528,0.068200716,-0.031514566,0.050962594,-0.015547999,0.056647891,0.042640816,0.05657433,-0.113278171,-0.103162693,-0.138874897,-0.013430772,-0.094438866,0.037232938,-0.039591337,0.213368747,-0.061608756,0.021455022,-0.037390291,0.339486396,-0.05617979,0.092881279,0.009311217,-0.073585458,0.041560961,0.008925746
CAT,Industrials,-0.018186029,0.045946589,-0.043832258,0.025581778,-0.050474311,-0.054193759,-0.013646891,-0.066995905,0.022567065,-0.017776274,0.042165465,-0.005710796,0.048357641,0.087639673,0.081956405,-0.007736479,0.006734657,-0.037018055,0.033376595,-0.049423027,-0.03243993,0.008761377,-0.015433923,0.016163193,0.085575838,0.04341476,0.008423152,-0.108839959,-0.042806706,0.015790202,-0.165035445,-0.345017095,0.053577801,0.150050476,-0.307233866,-0.180668992,0.159951832,0.310491333,-0.013101422,-0.090183832,0.330730521,0.01365309,0.141554215,0.092469813,0.048834394,-0.03419746,-0.085738647,0.079137279,0.095936997,0.082234961,-0.111144775,0.000833153,0.17789643,-0.080295151,0.176014646,0.00948933,0.07230655,0.10152974,0.031070881,0.057112807,0.076907996,0.033825524,-0.090412545,0.015330294,-0.06388402,-0.115452237,-0.190371243,0.305620715,0.086739472,-0.067564906,0.183124005,0.03264006,-0.072038609,-0.023798596,-0.148035911,-0.003643703,-0.006110854,0.00611637,0.011877484,-0.016787341,0.002581071,0.047082047,0.056150732,-0.065858922,-0.05003515,-0.019531341,0.023551831,-0.039692367,0.005270089,-0.013033588,0.003006614,-0.002393454,0.009787527,0.072136968,0.03871253,0.034457041,0.031665314,0.065292095,-0.028231883,0.061023239,-0.076365987,0.085057732,-0.091717877,0.028081965,-0.009939996,-0.086891452,-0.128582286,0.035214784,-0.034620059,0.085592879,-0.027027049,-0.014408529,-0.079166203,-0.025248611,-0.12268455,0.112143857,-0.004794493,-0.060417571,-0.069377919,0.092464029
CB,Financials,0.001044798,0.07487102,-0.020721224,-0.008310112,0.00338628,0.019934239,0.038655502,0.040313682,-0.027794894,0.028159111,-0.021635852,-0.022967345,0.030726662,0.058996771,0.017625177,-0.007713927,-0.074692543,0.0202998,0.046979957,-0.006884444,0.033144586,0.011445285,-0.046840878,-0.015663398,-0.017965543,0.062787812,0.013019826,-0.080146699,-0.009885347,0.003760364,0.12822321,-0.023338706,-0.005807448,0.037132304,-0.153739191,-0.072511134,0.117160233,-0.067543115,0.021636113,0.009473572,0.150362752,0.058306208,0.029441508,-0.035372486,0.02915362,-0.015300856,0.011314322,0.006378935,0.032069175,0.013407067,-0.055293845,0.009130839,0.048795342,0.034729453,0.034269707,0.022571259,-0.020113579,0.040278101,-0.035637549,0.042969952,0.014179999,0.06156451,0.00030509,-0.033259806,-0.003664474,-0.01733534,-0.021242757,0.127790912,0.032736728,0.033500225,-0.039589656,0.002359514,0.025382148,0.056366856,-0.026858001,0.027900153,-0.006420073,0.016476714,0.042137948,0.004043364,-0.003242629,-0.019170284,0.052858981,0.000952375,0.050894342,0.003761267,-0.010774101,-0.018901776,0.016391516,0.009203877,0.054910316,0.018243881,0.076906924,0.009162716,-0.087273799,0.047410112,0.024193517,0.030412859,0.015072928,-0.001155876,-0.03907075,0.065644448,-0.016782308,0.040357939,0.044487028,0.007719272,-0.064309223,0.056626505,-0.022103359,-0.048639526,-0.008381393,-0.04811833,-0.009380747,-0.059992602,0.030085725,0.099874045,0.008163624,0.019366667,-0.016953548,0.029037161
CBG,Financials,0.156286327,0.086330241,-0.122676871,-0.036835983,-0.055823293,-0.022978723,0.064935065,0.21504065,0.098666667,0.001207365,0.127844311,-0.12173913,0.064234487,-0.008777063,0.087007299,-0.030585106,-0.05183175,-0.158571429,-0.059281843,-0.122294372,-0.002103492,-0.08887008,-0.097674419,0.024477307,0.095383054,0.060925332,-0.023215068,-0.137915544,-0.258966245,-0.054913295,0.000749625,-0.47730711,-0.369186047,-0.046460177,-0.182844244,-0.185915493,0.421428571,0.892857143,-0.04743083,0.235138705,0.166311301,0.062724014,-0.004258944,-0.10652921,0.102884615,0.206927176,-0.106444605,0.056845476,0.19984917,0.083645443,-0.097491448,-0.127959053,0.248716067,-0.044237485,0.090638044,-0.003257329,0.037858302,0.040081177,0.072533849,0.119302949,0.060389352,-0.008892182,-0.018559762,-0.048106061,-0.128890662,-0.316598824,-0.115485564,0.335082459,-0.027151935,-0.092912448,0.230867347,-0.058067831,0.082474227,-0.058587882,-0.123469931,0.056921087,-0.055690073,0.081670823,0.065280185,-0.026457883,0.057971014,0.04965663,0.061455261,0.109834559,0.05823209,-0.04193038,-0.036099585,0.007745267,-0.015711253,-0.063784204,0.042361332,0.006063231,0.047084233,0.084536041,0.010277922,0.055513633,-0.012954336,-0.033381714,0.028965517,0.071930481,-0.037453214,0.036529713,-0.065954774,0.07925801,0.054375062,0.017528223,-0.06288027,0.054478175,0.12988912,-0.012110306,-0.01035189,-0.035453623,0.016055714,-0.156035824,0.02203772,0.166458078,0.003212932,-0.077866613,-0.173463387,-0.084654179
CBS,Consumer Discretionary,-0.020815015,0.058508643,0.015687284,0.052080048,0.009206427,0.056845202,-0.022551454,0.019354534,0.034133012,0.046230609,0.001604155,-0.041390278,0.016132706,0.032803037,0.054120723,0.006031964,-0.058805561,-0.00379595,0.001127311,-0.09125764,-0.01842082,-0.010183238,-0.072480749,-0.08424568,-0.031964238,0.034022706,-0.053918128,-0.096148306,-0.155484545,0.000936186,-0.112192164,-0.326645604,-0.313402146,0.345816091,-0.30158749,-0.239786601,-0.06541935,0.862431574,0.042613354,-0.073285343,0.170243581,0.271499398,0.178883683,-0.018364394,0.080101345,0.0819684,-0.089372675,0,0.070967432,0.147912959,-0.106615438,-0.091081663,0.147400592,-0.07743762,0.13471334,0.060073901,-0.016936538,0.113244793,0.029060947,0.198193108,0.047726469,0.001987127,0.098309619,0.030899429,-0.040575733,-0.094893063,-0.180937148,0.275916888,0.062038053,0.043412904,0.023338064,0.033886187,0.135695653,-0.015333906,-0.048001429,0.051672711,0.022893453,0.081547029,0.006432871,-0.109613941,0.107186445,0.055280742,0.075477023,0.03135416,0.091206668,-0.019687303,0.084189204,-0.009052624,0.080400982,-0.057890892,0.048270639,0.069632808,-0.012145715,0.087713382,-0.071620538,0.144905308,-0.061075676,-0.072128546,0.030423562,0.042267696,-0.088386237,0.049938019,-0.097807742,0.013457963,0.004208582,0.014296169,-0.016860969,0.07748405,0.023291156,0.028131739,-0.011055905,-0.104260799,-0.043299303,-0.155339784,-0.098508726,0.165914729,0.082332785,-0.071512946,0.025253571,0.025869402
CCE,Consumer Staples,0.034526833,-0.043053154,-0.00102337,0.039282299,0.060776896,0.040044153,-0.063682745,-0.035168885,0.018389812,-0.004391814,-0.000486381,-0.021443102,0.018050749,0.084491823,0.042405298,0.032368963,-0.061287213,0.0577037,0.015520989,0.063421158,0.012068629,0.007739017,-0.1120495,0.059055229,-0.004156055,-0.07486329,-0.111944017,-0.131320633,-0.01053226,0.003517797,-0.026184504,-0.402861073,-0.083620995,0.337779183,-0.073737593,0.02493307,0.179172656,0.314128727,-0.014688144,-0.011974874,0.122310125,0.064239864,0.068785716,-0.10132087,0.032244055,0.072801439,-0.057366846,0.256631193,0.08973542,0,-0.061043508,-0.00183218,0.111927398,-0.014885902,0.084169246,0.125759492,0.020390529,0.027938986,0.001594027,0.037900353,0.04156537,0.036091526,0.0158164,0.014675456,-0.036605152,-0.016065934,-0.092121272,0.088806735,0.005564347,-0.010357576,0.019790175,0.07235749,-0.005219113,0.05312975,-0.091330313,0.047632697,0.041919406,0.003051685,0.065037947,0.003188087,-0.00391505,0.009552602,0.086290627,0.020227884,0.044935378,0.002462465,0.018916386,-0.048749878,0.057166995,-0.011105182,0.046590346,0.040907957,0.002869417,0.052468424,-0.012995896,0.084792623,0.023355476,-0.045578701,0.001755882,0.045971957,-0.053124979,0.051265081,-0.072742454,-0.022988529,0.012442327,0.013522805,-0.048587616,0.094268117,-0.043290042,0.005661232,-0.010293108,-0.018748611,0.16381871,0.011989013,-0.043142708,0.060963031,-0.02254178,-0.02917979,-0.038525291,0.042329114
CCI,Financials,-0.09569378,0.191150442,-0.057652303,0.092839037,0.012072435,-0.025546409,0.013203215,-0.044444444,0.023421287,-0.066280753,0.080947984,-0.070758738,-0.000931677,0.072563064,0.071553229,-0.019194377,-0.003030303,0.017980636,0.09818772,0.001714006,0.026405868,-0.009750297,-0.124514563,-0.004982009,-0.047869397,0.114754098,0.100311042,-0.085970713,0.001044386,-0.028868661,-0.239210526,-0.260105448,-0.342830453,0.26037196,0.117916428,-0.09685729,0.18768158,0.213755567,-0.0109135,-0.021207178,0.200083542,-0.082619129,0.180315552,-0.030157202,0.202427822,0.054894538,-0.062166963,0.01750606,0.011637133,-0.014839885,-0.021108179,0.014693878,0.064247312,0.028021016,0.061568062,0.003257329,-0.038843931,0.042122799,-0.038952164,-0.008231421,0.003066038,0.003747073,-0.039675174,-0.012345679,0.057949842,-0.010045662,-0.063849334,0.020982473,0.034524976,0.064370546,0.069993376,0.055079559,0.028549383,0.060322218,-0.036867172,0.087722552,0.052131092,0.025492094,0.010081916,0.041277259,0.009257877,0.062343405,-0.036981441,-0.010620221,-0.000717257,0.104893098,-0.074737252,0.017824561,-0.031586207,-0.015877545,0.053519893,0.038382708,-0.022517763,-0.009041809,-0.029805852,0.069616729,-0.017314904,-0.018885661,0.053115591,-0.033576186,-0.004696082,0.070986047,0.009527417,-0.032809138,0.055647276,-0.0496317,0.097007366,-0.003233607,-0.046882184,0.007842689,-0.024404751,-0.015931312,0.021067103,0.015960002,-0.038170695,0.083143179,0.003973402,0.003132943,0.006538977,0.010277937
CCL,Consumer Discretionary,-0.082881732,-0.011820574,-0.146777904,0.050844463,-0.070216966,0.081968741,0.118572618,0.027140007,0.008299276,0.015544529,0.021175435,-0.103988931,0.018940217,0.038387953,0.042452922,-0.038469595,-0.080456725,0.038702186,0.048484603,-0.010718887,-0.04545879,-0.007588526,0.000677064,-0.109910491,0.027425194,-0.022405578,0.013345775,-0.166287633,0.157086617,-0.011999231,-0.075670756,-0.278221307,-0.134470634,0.229718114,-0.251851684,0.103934495,0.12577778,0.250349607,-0.061625389,-0.002320867,0.085237693,0.017807587,0.136334132,-0.118572337,0.092396383,-0.021276379,0.033754023,0.0686544,0.0887736,0.06016768,-0.135828821,-0.16822065,0.141775406,-0.117605612,0.198616628,0.120135349,-0.048867643,0.102872159,-0.038114416,-0.049474383,-0.097198224,-0.021846031,0.016713524,-0.020795394,-0.119587728,-0.019207809,-0.076150005,0.173826653,-0.004449441,-0.022734617,-0.097101449,0.005539741,0.049051872,0.01278084,-0.005152341,0.085260178,-0.035052281,0.038980974,0.053176822,0.033561462,0.023499681,-0.041395414,0.041071419,-0.079628641,-0.037595685,0.004657438,-0.030589254,0.046994202,0.069713625,-0.035026738,-0.091819702,0.060281579,0.041534557,0.118941386,-0.01135217,0.006088331,-0.02119956,0.039122361,0.018575064,-0.060863008,-0.040783821,0.048146155,0.064669971,0.00375005,0.099875412,0.036114331,-0.042474428,0.003879553,0.086531935,-0.080317923,0.055834114,0.062378939,0.067721919,-0.073753563,0.033049261,0.081383806,-0.069257726,0.065519244,-0.111336761,-0.002910582
CELG,Health Care,0.140087878,-0.047554654,-0.016163537,0.135556622,0.005253204,-0.140756303,0.042379003,0.23046785,0.041744665,0.036396396,-0.075292901,-0.017508293,0.000954198,0.166062917,-0.003904979,-0.065242212,0.053061935,0.060260855,0.113178052,-0.077192491,-0.058445532,-0.246628757,0.219142486,-0.003000883,0.087551057,0.001451145,-0.019813144,0.05218107,0.144742831,-0.084508899,-0.094434111,0.009289876,-0.190490988,0.094421447,-0.03946172,-0.153787879,0.018573722,0.093540052,0.00525687,0.123268373,0.18153527,-0.089528796,0.077606178,-0.082283039,0.083920188,-0.004998215,0.00335452,0.045526455,0.030282862,-0.002092724,-0.147530364,-0.033105023,0.098031418,-0.078603402,0.104869632,0.065452671,-0.034634146,-0.01762261,-0.139102779,0.021542604,0.080842264,0.019054218,0.026329114,-0.008216927,-0.022390517,-0.008188503,0.035421888,0.053896104,-0.005048115,0.069914584,0.061605839,0.009345794,0.053374983,-0.060953608,-0.063990134,-0.051680734,0.059533014,0.042593127,0.071448585,-0.046251786,0.064298257,-0.00215873,0.235800774,0.034424097,0.123196126,0.012875536,0.050462217,-0.054382855,0.235289187,-0.055656777,0.087253965,-0.04014216,0.08374087,0.043862397,-0.101059124,0.058889415,-0.122288567,0.035281655,0.039252964,-0.43711088,0.008097224,0.097101904,-0.007539277,0.124422493,0.067211143,-0.01626944,0.055634365,0.016392063,-0.059629637,-0.059366288,0.059041311,0.006347239,0.121411474,-0.104436886,-0.056272944,0.111201657,-0.116911447,0.086061533,-0.140875203,0.01143545
CERN,Health Care,0.136986301,-0.166317114,-0.040496077,-0.022834646,0.090051227,0.149376559,-0.014546244,0.06715264,-0.005793503,-0.05400914,-0.017947034,0.158362989,0.061037441,-0.02188707,0.069049859,-0.026837397,-0.046553591,0.069540769,0.039015086,-0.010641836,0.004878869,-0.046519467,-0.065287192,-0.12376537,-0.144924208,0.244223536,-0.017566688,-0.005066079,-0.005555556,0.02676182,-0.042955326,-0.168723357,-0.039775761,0.121353559,-0.127527216,0.097043894,0.21548636,0.230998168,0.066199521,0.061806386,0.041021548,-0.061177903,0.212883336,0.018359689,-0.021101993,0.083618196,-0.09586915,0.089677844,0.016150257,-0.005745779,-0.021149801,-0.087097549,0.02297333,-0.072256913,0.13455575,0.035470186,0.002848354,0.059783216,0.038522095,0.012816631,0.09668835,0.07368045,-0.001164725,0.020023361,0.084745763,-0.019193572,0.044072948,-0.063347083,-0.018679549,0.001796505,-0.026832774,0.205383361,0.024600081,0.065423016,-0.032697548,0.072625698,-0.112684507,-0.016637596,0.061411926,-0.020298047,0.017490794,-0.002318393,0.049054449,0.054538888,0.080748175,0.01905865,0.014757482,-0.021650742,0.010309278,-0.065720061,0.114528033,0.066831664,0.020600248,-0.032123598,0.025414546,0.081409674,-0.071628982,-0.082453962,0.059180875,-0.048690501,0.068318234,0.04361991,0.028487605,0.069571073,0.017056254,0.002791579,0.022027111,0.076968969,0.015243874,-0.019926287,-0.069551977,0.020540861,0.033578355,-0.141148734,-0.013653594,0.10171187,-0.107784501,0.007029255,-0.01761221,-0.110142905
CF,Materials,-0.036877979,0.015288989,0.006445425,-0.165688776,0.153736534,-0.022143433,0.066876032,0.146411655,0.111409016,0.125716002,0.181150903,0.232245985,0.007058556,0.034932637,0.129309199,0.330155892,-0.063450867,0.086211026,0.193258365,0.157555145,0.055852029,0.20284212,-0.044574182,0.143004313,-0.141815596,0.279751403,0.034867406,0.118160902,0.078906495,-0.076413662,-0.374737241,-0.301753307,-0.176901373,-0.031440792,-0.051547057,0.403818286,0.132354146,0.032949606,0.076404807,-0.064701872,0.055548707,0.02112695,0.063757418,-0.034713536,0.039245932,0.041394936,0.007251273,0.132323517,-0.149022479,-0.090671747,-0.196094183,-0.071323273,0.265866471,0.117427744,0.024654076,0.279312907,-0.016385418,0.095352081,-0.010839401,0.037308187,-0.039922841,0.025879818,0.081550352,-0.077638621,0.086290666,0.157489837,-0.325884317,0.342251549,-0.095426368,0.02710429,0.186923858,0.03893611,-0.035286647,0.053548387,-0.111876733,0.154104054,-5.15E-05,0.054037762,0.075081499,-0.078951641,0.043696279,-0.048632147,0.097586054,-0.131681646,-0.047613081,-0.018284441,0.031536246,-0.103757361,0.131739984,-0.041735871,0.095448398,0.026666733,0.011069809,0.069677759,-0.009312067,0.084550938,0.030157007,-0.062805796,-0.005842996,-0.011466431,0.033267285,0.043240647,0.078152759,-0.068634488,0.02641143,0.018003967,0.113590773,-0.003903292,-0.073637495,0.009765001,0.089955571,-0.797051121,-0.079601975,-0.02745761,-0.196779957,0.128974847,-0.09547146,-0.12142088,-0.251123334,0.218990271
